Name,2020 Population,code,region_code,province_code,municipality_code,barangay_code
Badio,1872,3.0,60,600,60,3.0
Bubog,1846,4.0,60,600,60,4.0
Bulwang,5175,6.0,60,600,60,6.0
Camanci Norte,3358,7.0,60,600,60,7.0
Camanci Sur,1253,8.0,60,600,60,8.0
Dongon East,1693,9.0,60,600,60,9.0
Dongon West,2190,0.0,60,600,60,0.0
Joyao-joyao,2159,1.0,60,600,60,1.0
Laguinbanua East,2669,2.0,60,600,60,2.0
Laguinbanua West,1917,3.0,60,600,60,3.0
Marianos,1174,4.0,60,600,60,4.0
Navitas,1601,5.0,60,600,60,5.0
Poblacion,1774,6.0,60,600,60,6.0
Pusiw,1712,7.0,60,600,60,7.0
Tabangka,1133,8.0,60,600,60,8.0
Afga,1805,1.0,60,600,60,1.0
Baybay,1704,2.0,60,600,60,2.0
Dapdap,1127,3.0,60,600,60,3.0
Dumatad,1274,4.0,60,600,60,4.0
Jawili,2106,5.0,60,600,60,5.0
Lanipga,332,6.0,60,600,60,6.0
Napatag,288,7.0,60,600,60,7.0
Panayakan,3119,8.0,60,600,60,8.0
Poblacion,1529,9.0,60,600,60,9.0
Pudiot,2063,0.0,60,600,60,0.0
Tagas,2540,1.0,60,600,60,1.0
Tamalagon,2810,2.0,60,600,60,2.0
Tamokoe,133,3.0,60,600,60,3.0
Tondog,2176,4.0,60,600,60,4.0
Vivo,698,5.0,60,600,60,5.0
Bayo Grande,731,1.0,60,600,60,1.0
Bayo Pequeño,679,2.0,60,600,60,2.0
Butuan,1450,4.0,60,600,60,4.0
Casay,1105,5.0,60,600,60,5.0
Casay Viejo,444,6.0,60,600,60,6.0
Iba,1121,7.0,60,600,60,7.0
Igbarabatuan,330,8.0,60,600,60,8.0
Igpalge,620,9.0,60,600,60,9.0
Igtumarom,448,0.0,60,600,60,0.0
Lisub A,789,1.0,60,600,60,1.0
Lisub B,1414,2.0,60,600,60,2.0
Mabuyong,1317,3.0,60,600,60,3.0
Magdalena,2175,4.0,60,600,60,4.0
Nasuli C,578,5.0,60,600,60,5.0
Nato,1057,6.0,60,600,60,6.0
Poblacion,825,7.0,60,600,60,7.0
Sagua,1112,8.0,60,600,60,8.0
Salvacion,830,9.0,60,600,60,9.0
San Francisco,1473,0.0,60,600,60,0.0
San Ramon,386,1.0,60,600,60,1.0
San Roque,1434,2.0,60,600,60,2.0
Tagaytay,352,3.0,60,600,60,3.0
Talisayan,1348,4.0,60,600,60,4.0
Baghari,292,2.0,60,600,60,2.0
Bahuyan,862,3.0,60,600,60,3.0
Beri,812,4.0,60,600,60,4.0
Biga-a,309,5.0,60,600,60,5.0
Binangbang,201,6.0,60,600,60,6.0
Binangbang Centro,868,7.0,60,600,60,7.0
Binanu-an,454,8.0,60,600,60,8.0
Cadiao,182,9.0,60,600,60,9.0
Calapadan,148,0.0,60,600,60,0.0
Capoyuan,2176,1.0,60,600,60,1.0
Cubay,698,2.0,60,600,60,2.0
Esparar,1085,3.0,60,600,60,3.0
Gua,1242,4.0,60,600,60,4.0
Idao,243,5.0,60,600,60,5.0
Igpalge,1030,6.0,60,600,60,6.0
Igtunarum,72,7.0,60,600,60,7.0
Embrangga-an,368,8.0,60,600,60,8.0
Integasan,119,9.0,60,600,60,9.0
Ipil,1053,0.0,60,600,60,0.0
Jinalinan,1690,1.0,60,600,60,1.0
Lanas,120,2.0,60,600,60,2.0
Langcaon,167,3.0,60,600,60,3.0
Lisub,762,4.0,60,600,60,4.0
Lombuyan,741,5.0,60,600,60,5.0
Mablad,630,6.0,60,600,60,6.0
Magtulis,506,7.0,60,600,60,7.0
Marigne,183,8.0,60,600,60,8.0
Mayabay,259,9.0,60,600,60,9.0
Mayos,237,0.0,60,600,60,0.0
Nalusdan,173,1.0,60,600,60,1.0
Narirong,226,2.0,60,600,60,2.0
Palma,1474,3.0,60,600,60,3.0
Poblacion,1525,4.0,60,600,60,4.0
San Antonio,703,5.0,60,600,60,5.0
San Ramon,185,6.0,60,600,60,6.0
Soligao,332,7.0,60,600,60,7.0
Tabongtabong,505,8.0,60,600,60,8.0
Tig-Alaran,145,9.0,60,600,60,9.0
Yapo,582,0.0,60,600,60,0.0
Borocboroc,1283,1.0,60,600,60,1.0
Buenavista,602,2.0,60,600,60,2.0
Concepcion,1275,3.0,60,600,60,3.0
Delima,793,4.0,60,600,60,4.0
Ipil,834,5.0,60,600,60,5.0
Maradiona,1550,6.0,60,600,60,6.0
Mojon,637,7.0,60,600,60,7.0
Poblacion,4504,8.0,60,600,60,8.0
Rombang,1084,9.0,60,600,60,9.0
Salvacion,516,0.0,60,600,60,0.0
Sinaja,1051,1.0,60,600,60,1.0
Anilawan,288,1.0,60,600,60,1.0
Arangote,460,2.0,60,600,60,2.0
Bagtason,1813,3.0,60,600,60,3.0
Camangahan,1145,4.0,60,600,60,4.0
Cubay North,1737,5.0,60,600,60,5.0
Cubay South,1332,6.0,60,600,60,6.0
Guija,1172,9.0,60,600,60,9.0
Igbalangao,1901,0.0,60,600,60,0.0
Igsoro,1562,1.0,60,600,60,1.0
Ilaures,1513,2.0,60,600,60,2.0
Jinalinan,1115,3.0,60,600,60,3.0
Lacayon,1317,4.0,60,600,60,4.0
Maray,502,5.0,60,600,60,5.0
Paliwan,1413,6.0,60,600,60,6.0
Pangalcagan,2145,7.0,60,600,60,7.0
Centro Ilawod ,2294,8.0,60,600,60,8.0
Centro Ilaya ,2195,9.0,60,600,60,9.0
Centro Pojo ,2120,0.0,60,600,60,0.0
Sabang East,793,1.0,60,600,60,1.0
Sabang West,797,2.0,60,600,60,2.0
Tagudtud North,1145,3.0,60,600,60,3.0
Tagudtud South,1027,4.0,60,600,60,4.0
Talisay,927,5.0,60,600,60,5.0
Tica,590,6.0,60,600,60,6.0
Tono-an,817,7.0,60,600,60,7.0
Yapu,568,8.0,60,600,60,8.0
Zaragoza,1988,9.0,60,600,60,9.0
Alegria,3041,1.0,60,600,60,1.0
Bacong,650,2.0,60,600,60,2.0
Banago,1169,3.0,60,600,60,3.0
Bonbon,739,4.0,60,600,60,4.0
Dawis,842,5.0,60,600,60,5.0
Dionela,363,6.0,60,600,60,6.0
Harigue,3022,7.0,60,600,60,7.0
Hininga-an,1476,8.0,60,600,60,8.0
Imba,1476,9.0,60,600,60,9.0
Masanag,1277,0.0,60,600,60,0.0
Poblacion,1960,1.0,60,600,60,1.0
Sabang,1044,2.0,60,600,60,2.0
Salamento,1196,3.0,60,600,60,3.0
Semirara,13605,4.0,60,600,60,4.0
Sibato,1262,5.0,60,600,60,5.0
Sibay,1005,6.0,60,600,60,6.0
Sibolo,1493,7.0,60,600,60,7.0
Tinogboc,3288,8.0,60,600,60,8.0
Alojipan,501,1.0,60,600,60,1.0
Bagacay,1558,2.0,60,600,60,2.0
Balac-balac,760,3.0,60,600,60,3.0
Magsaysay,659,4.0,60,600,60,4.0
Batbatan Island,3221,5.0,60,600,60,5.0
Batonan Norte,635,7.0,60,600,60,7.0
Batonan Sur,749,8.0,60,600,60,8.0
Bita,433,9.0,60,600,60,9.0
Bitadton Norte,644,0.0,60,600,60,0.0
Bitadton Sur,2139,1.0,60,600,60,1.0
Buenavista,748,2.0,60,600,60,2.0
Buhi,654,3.0,60,600,60,3.0
Camancijan,1998,4.0,60,600,60,4.0
Caridad,895,5.0,60,600,60,5.0
Carit-an,638,6.0,60,600,60,6.0
Condes,425,7.0,60,600,60,7.0
Esperanza,2300,8.0,60,600,60,8.0
Fe,789,9.0,60,600,60,9.0
Flores,933,0.0,60,600,60,0.0
Jalandoni,1453,1.0,60,600,60,1.0
Janlagasi,208,2.0,60,600,60,2.0
Lamputong,576,3.0,60,600,60,3.0
Lipata,3008,4.0,60,600,60,4.0
Malacañang,1644,5.0,60,600,60,5.0
Malalison Island,789,6.0,60,600,60,6.0
Maniguin,756,7.0,60,600,60,7.0
Naba,1633,8.0,60,600,60,8.0
Osorio,612,9.0,60,600,60,9.0
Paningayan,331,0.0,60,600,60,0.0
Centro Poblacion,2178,1.0,60,600,60,1.0
Centro Norte ,2125,2.0,60,600,60,2.0
Centro Sur ,1632,3.0,60,600,60,3.0
Salde,136,4.0,60,600,60,4.0
San Antonio,950,6.0,60,600,60,6.0
San Gregorio,475,7.0,60,600,60,7.0
San Juan,815,8.0,60,600,60,8.0
San Luis,795,9.0,60,600,60,9.0
San Pascual,467,0.0,60,600,60,0.0
San Vicente,501,1.0,60,600,60,1.0
Simbola,173,2.0,60,600,60,2.0
Tigbobolo,446,3.0,60,600,60,3.0
Tinabusan,191,4.0,60,600,60,4.0
Tomao,765,5.0,60,600,60,5.0
Valderama,1156,6.0,60,600,60,6.0
Abaca,1917,1.0,60,600,60,1.0
Aras-Asan,1125,2.0,60,600,60,2.0
Arobo,534,3.0,60,600,60,3.0
Atabay,895,4.0,60,600,60,4.0
Atiotes,502,5.0,60,600,60,5.0
Bagumbayan,548,6.0,60,600,60,6.0
Balloscas,506,7.0,60,600,60,7.0
Balud,568,8.0,60,600,60,8.0
Barasanan A,649,9.0,60,600,60,9.0
Barasanan B,632,0.0,60,600,60,0.0
Barasanan C,299,1.0,60,600,60,1.0
Bariri,235,2.0,60,600,60,2.0
Camandagan,517,3.0,60,600,60,3.0
Cato-ogan,1210,4.0,60,600,60,4.0
Danawan,501,5.0,60,600,60,5.0
Diclum,695,6.0,60,600,60,6.0
Fatima,1366,7.0,60,600,60,7.0
Gamad,449,8.0,60,600,60,8.0
Igbalogo,518,9.0,60,600,60,9.0
Igbangcal-A,485,0.0,60,600,60,0.0
Igbangcal-B,538,1.0,60,600,60,1.0
Igbangcal-C,284,2.0,60,600,60,2.0
Igcabuad,251,3.0,60,600,60,3.0
Igcado,958,4.0,60,600,60,4.0
Igcalawagan,528,5.0,60,600,60,5.0
Igcapuyas,220,6.0,60,600,60,6.0
Igcasicad,266,7.0,60,600,60,7.0
Igdalaguit,1397,8.0,60,600,60,8.0
Igdanlog,894,9.0,60,600,60,9.0
Igdurarog,550,0.0,60,600,60,0.0
Igtugas,410,1.0,60,600,60,1.0
Lawigan,298,2.0,60,600,60,2.0
Manaling,319,3.0,60,600,60,3.0
Masayo,1176,4.0,60,600,60,4.0
Nagsubuan,274,5.0,60,600,60,5.0
Paciencia,1118,6.0,60,600,60,6.0
Poblacion Norte,1798,7.0,60,600,60,7.0
Poblacion Sur,1361,8.0,60,600,60,8.0
Portillo,249,9.0,60,600,60,9.0
Quezon,341,0.0,60,600,60,0.0
Opsan,659,1.0,60,600,60,1.0
Nasuli-A,809,2.0,60,600,60,2.0
Salamague,410,3.0,60,600,60,3.0
Santo Tomas,747,4.0,60,600,60,4.0
Tacbuyan,225,5.0,60,600,60,5.0
Tene,329,6.0,60,600,60,6.0
Villaflor,1617,7.0,60,600,60,7.0
Ysulat,758,8.0,60,600,60,8.0
Igcadac,467,9.0,60,600,60,9.0
Lindero,414,0.0,60,600,60,0.0
Apdo,747,1.0,60,600,60,1.0
Asluman,2665,2.0,60,600,60,2.0
Banawon,1154,3.0,60,600,60,3.0
Bia-an,1295,5.0,60,600,60,5.0
Bongbongan I-II,871,6.0,60,600,60,6.0
Bongbongan III,542,8.0,60,600,60,8.0
Botbot,498,9.0,60,600,60,9.0
Budbudan,1090,0.0,60,600,60,0.0
Buhang,2273,1.0,60,600,60,1.0
Calacja I,851,2.0,60,600,60,2.0
Calacja II,898,3.0,60,600,60,3.0
Calala,890,4.0,60,600,60,4.0
Cantulan,196,5.0,60,600,60,5.0
Caridad,2273,6.0,60,600,60,6.0
Caromangay,637,7.0,60,600,60,7.0
Casalngan,666,8.0,60,600,60,8.0
Dangcalan,409,9.0,60,600,60,9.0
Del Pilar,316,0.0,60,600,60,0.0
Fabrica,777,1.0,60,600,60,1.0
Funda,2506,2.0,60,600,60,2.0
General Fullon,786,3.0,60,600,60,3.0
Guintas,2322,4.0,60,600,60,4.0
Igbical,674,5.0,60,600,60,5.0
Igbucagay,642,6.0,60,600,60,6.0
Inabasan,885,7.0,60,600,60,7.0
Ingwan-Batangan,1105,8.0,60,600,60,8.0
La Paz,2222,9.0,60,600,60,9.0
Gov. Evelio B. Javier,2196,0.0,60,600,60,0.0
Linaban,1573,1.0,60,600,60,1.0
Malandog,2336,3.0,60,600,60,3.0
Mapatag,1980,4.0,60,600,60,4.0
Masanag,855,5.0,60,600,60,5.0
Nalihawan,292,6.0,60,600,60,6.0
Pamandayan,186,7.0,60,600,60,7.0
Pasu-Jungao,202,8.0,60,600,60,8.0
Piape I,1680,9.0,60,600,60,9.0
Piape II,682,0.0,60,600,60,0.0
Piape III,1108,1.0,60,600,60,1.0
"Pili 1, 2, 3",335,2.0,60,600,60,2.0
Poblacion 1,964,5.0,60,600,60,5.0
Poblacion 2,890,6.0,60,600,60,6.0
Poblacion 3,774,7.0,60,600,60,7.0
Poblacion 4,1043,8.0,60,600,60,8.0
Poblacion 5,1773,9.0,60,600,60,9.0
Pu-ao,1168,0.0,60,600,60,0.0
Suloc,119,1.0,60,600,60,1.0
Villavert-Jimenez,2339,3.0,60,600,60,3.0
Banban,187,2.0,60,600,60,2.0
Bongbongan,245,3.0,60,600,60,3.0
Cabariwan,592,4.0,60,600,60,4.0
Cadajug,1254,5.0,60,600,60,5.0
Canituan,519,6.0,60,600,60,6.0
Capnayan,358,7.0,60,600,60,7.0
Casit-an,1157,8.0,60,600,60,8.0
Guinbanga-an,1850,9.0,60,600,60,9.0
Guiamon,231,0.0,60,600,60,0.0
Guisijan,2405,1.0,60,600,60,1.0
Igtadiao,319,2.0,60,600,60,2.0
Intao,660,3.0,60,600,60,3.0
Jaguikican,867,4.0,60,600,60,4.0
Jinalinan,184,5.0,60,600,60,5.0
Lactudan,247,6.0,60,600,60,6.0
Latazon,429,7.0,60,600,60,7.0
Laua-an,380,8.0,60,600,60,8.0
Leon,749,9.0,60,600,60,9.0
Liberato,555,0.0,60,600,60,0.0
Lindero,1653,1.0,60,600,60,1.0
Liya-liya,485,2.0,60,600,60,2.0
Lugta,869,3.0,60,600,60,3.0
Lupa-an,607,4.0,60,600,60,4.0
Magyapo,199,5.0,60,600,60,5.0
Maria,1359,6.0,60,600,60,6.0
Mauno,553,7.0,60,600,60,7.0
Maybunga,520,8.0,60,600,60,8.0
Necesito,263,9.0,60,600,60,9.0
Oloc,1190,0.0,60,600,60,0.0
Omlot,303,1.0,60,600,60,1.0
Pandanan,363,2.0,60,600,60,2.0
Paningayan,430,4.0,60,600,60,4.0
Pascuala,241,5.0,60,600,60,5.0
Poblacion,2102,6.0,60,600,60,6.0
San Ramon,170,8.0,60,600,60,8.0
Santiago,626,9.0,60,600,60,9.0
Tibacan,161,0.0,60,600,60,0.0
Tigunhao,342,1.0,60,600,60,1.0
Virginia,235,2.0,60,600,60,2.0
Bagongbayan,721,3.0,60,600,60,3.0
Barusbus,1245,1.0,60,600,60,1.0
Bulanao,430,2.0,60,600,60,2.0
Cubay,1072,3.0,60,600,60,3.0
Codiong,557,4.0,60,600,60,4.0
Igcagay,545,5.0,60,600,60,5.0
Inyawan,456,6.0,60,600,60,6.0
Lindero,612,7.0,60,600,60,7.0
Maramig,323,8.0,60,600,60,8.0
Pucio,621,9.0,60,600,60,9.0
Pajo,683,0.0,60,600,60,0.0
Panangkilon,559,1.0,60,600,60,1.0
Paz,760,2.0,60,600,60,2.0
Centro Este ,1178,3.0,60,600,60,3.0
Centro Weste ,1164,4.0,60,600,60,4.0
San Roque,1185,5.0,60,600,60,5.0
Tinigbas,1237,6.0,60,600,60,6.0
Tinindugan,521,7.0,60,600,60,7.0
Taboc,1360,8.0,60,600,60,8.0
Union,2999,9.0,60,600,60,9.0
Aracay,201,1.0,60,600,60,1.0
Badiangan,465,2.0,60,600,60,2.0
Bagumbayan,1750,3.0,60,600,60,3.0
Baybay,958,4.0,60,600,60,4.0
Botbot,1046,5.0,60,600,60,5.0
Buang,393,7.0,60,600,60,7.0
Cabugao,680,8.0,60,600,60,8.0
Candari,573,9.0,60,600,60,9.0
Carmen,545,0.0,60,600,60,0.0
Centro Sur ,1306,1.0,60,600,60,1.0
Dionela,920,2.0,60,600,60,2.0
Dumrog,892,3.0,60,600,60,3.0
Duyong,716,4.0,60,600,60,4.0
Fragante,1580,5.0,60,600,60,5.0
Guia,1533,6.0,60,600,60,6.0
Idiacacan,1799,7.0,60,600,60,7.0
Jinalinan,1015,8.0,60,600,60,8.0
Luhod-Bayang,568,9.0,60,600,60,9.0
Maadios,144,0.0,60,600,60,0.0
Mag-aba,1901,1.0,60,600,60,1.0
Napuid,220,2.0,60,600,60,2.0
Nauring,2100,3.0,60,600,60,3.0
Patria,3010,4.0,60,600,60,4.0
Perfecta,204,5.0,60,600,60,5.0
Centro Norte ,567,6.0,60,600,60,6.0
San Andres,1294,7.0,60,600,60,7.0
San Joaquin,698,8.0,60,600,60,8.0
Santa Ana,655,9.0,60,600,60,9.0
Santa Cruz,1108,0.0,60,600,60,0.0
Santa Fe,1714,1.0,60,600,60,1.0
Santo Rosario,1681,2.0,60,600,60,2.0
Talisay,1831,3.0,60,600,60,3.0
Tingib,934,4.0,60,600,60,4.0
Zaldivar,964,5.0,60,600,60,5.0
Alvañiz,259,1.0,60,600,60,1.0
Amparo,786,2.0,60,600,60,2.0
Apgahan,1719,3.0,60,600,60,3.0
Aureliana,2479,4.0,60,600,60,4.0
Badiangan,862,5.0,60,600,60,5.0
Bernaldo A. Julagting,785,6.0,60,600,60,6.0
Carit-an,2138,7.0,60,600,60,7.0
Cuyapiao,1096,8.0,60,600,60,8.0
Villa Elio,403,9.0,60,600,60,9.0
Gella,439,0.0,60,600,60,0.0
Igbarawan,1724,1.0,60,600,60,1.0
Igbobon,767,2.0,60,600,60,2.0
Igburi,1237,3.0,60,600,60,3.0
La Rioja,2307,4.0,60,600,60,4.0
Mabasa,1230,5.0,60,600,60,5.0
Macarina,634,6.0,60,600,60,6.0
Magarang,465,7.0,60,600,60,7.0
Magsaysay,1552,8.0,60,600,60,8.0
Padang,1773,9.0,60,600,60,9.0
Pandanan,1020,0.0,60,600,60,0.0
Patlabawon,498,1.0,60,600,60,1.0
Poblacion,6168,2.0,60,600,60,2.0
Quezon,304,3.0,60,600,60,3.0
Salaguiawan,576,4.0,60,600,60,4.0
Samalague,971,5.0,60,600,60,5.0
San Rafael,1026,6.0,60,600,60,6.0
Tobias Fornier,481,7.0,60,600,60,7.0
Tamayoc,1335,8.0,60,600,60,8.0
Tigbalogo,596,9.0,60,600,60,9.0
Villa Crespo,465,0.0,60,600,60,0.0
Villa Cruz,510,1.0,60,600,60,1.0
Villa Flores,229,2.0,60,600,60,2.0
Villa Laua-an,357,3.0,60,600,60,3.0
Villa Sal,233,4.0,60,600,60,4.0
Villa Salomon,458,5.0,60,600,60,5.0
Vista Alegre,447,6.0,60,600,60,6.0
Atabay,2180,1.0,60,600,60,1.0
Badiang,3476,2.0,60,600,60,2.0
Barangay 1 ,1724,3.0,60,600,60,3.0
Barangay 2 ,1300,4.0,60,600,60,4.0
Barangay 3 ,3406,5.0,60,600,60,5.0
Barangay 4 ,2884,6.0,60,600,60,6.0
Barangay 5 ,801,7.0,60,600,60,7.0
Barangay 6 ,495,8.0,60,600,60,8.0
Barangay 7 ,402,9.0,60,600,60,9.0
Barangay 8 ,5136,0.0,60,600,60,0.0
Bariri,1236,1.0,60,600,60,1.0
Bugarot,969,4.0,60,600,60,4.0
Cansadan,2377,5.0,60,600,60,5.0
Durog,447,6.0,60,600,60,6.0
Funda-Dalipe,7071,7.0,60,600,60,7.0
Igbonglo,1563,8.0,60,600,60,8.0
Inabasan,1431,9.0,60,600,60,9.0
Madrangca,2933,0.0,60,600,60,0.0
Magcalon,1270,1.0,60,600,60,1.0
Malaiba,1745,2.0,60,600,60,2.0
Maybato Norte,4554,3.0,60,600,60,3.0
Maybato Sur,2306,4.0,60,600,60,4.0
Mojon,1514,5.0,60,600,60,5.0
Pantao,801,6.0,60,600,60,6.0
San Angel,2474,7.0,60,600,60,7.0
San Fernando,3237,8.0,60,600,60,8.0
San Pedro,5750,9.0,60,600,60,9.0
Supa,1658,0.0,60,600,60,0.0
Agricula,602,1.0,60,600,60,1.0
Alegria,556,2.0,60,600,60,2.0
Aningalan,660,3.0,60,600,60,3.0
Atabay,182,4.0,60,600,60,4.0
Bagumbayan,703,5.0,60,600,60,5.0
Baladjay,643,6.0,60,600,60,6.0
Banbanan,269,7.0,60,600,60,7.0
Barangbang,1308,8.0,60,600,60,8.0
Bawang,505,9.0,60,600,60,9.0
Bugo,1680,0.0,60,600,60,0.0
Bulan-bulan,693,1.0,60,600,60,1.0
Cabiawan,504,2.0,60,600,60,2.0
Cabunga-an,482,3.0,60,600,60,3.0
Cadolonan,1254,4.0,60,600,60,4.0
Poblacion,1865,5.0,60,600,60,5.0
Carawisan I,513,6.0,60,600,60,6.0
Carawisan II,590,7.0,60,600,60,7.0
Carmelo I,516,8.0,60,600,60,8.0
Carmelo II,409,9.0,60,600,60,9.0
General Fullon,616,0.0,60,600,60,0.0
General Luna,791,1.0,60,600,60,1.0
Orquia,204,2.0,60,600,60,2.0
Iguirindon,1349,3.0,60,600,60,3.0
Insubuan,386,4.0,60,600,60,4.0
La Union,662,5.0,60,600,60,5.0
Lapak,385,6.0,60,600,60,6.0
Lumpatan,770,7.0,60,600,60,7.0
Magdalena,555,8.0,60,600,60,8.0
Maragubdub,778,9.0,60,600,60,9.0
Nagbangi I,717,0.0,60,600,60,0.0
Nagbangi II,493,1.0,60,600,60,1.0
Nasuli,515,3.0,60,600,60,3.0
Osorio I,902,4.0,60,600,60,4.0
Osorio II,1055,5.0,60,600,60,5.0
Panpanan I,1305,6.0,60,600,60,6.0
Panpanan II,548,7.0,60,600,60,7.0
Ramon Magsaysay,675,9.0,60,600,60,9.0
Rizal,340,0.0,60,600,60,0.0
San Rafael,1263,1.0,60,600,60,1.0
Sinundolan,1814,2.0,60,600,60,2.0
Sumaray,457,3.0,60,600,60,3.0
Trinidad,1149,4.0,60,600,60,4.0
Tubudan,657,5.0,60,600,60,5.0
Vilvar,517,6.0,60,600,60,6.0
Walker,1208,7.0,60,600,60,7.0
Abiera,2938,1.0,60,600,60,1.0
Aguila,1450,2.0,60,600,60,2.0
Alegre,657,3.0,60,600,60,3.0
Aras-Asan,1810,4.0,60,600,60,4.0
Bacalan,2400,5.0,60,600,60,5.0
Callan,2052,6.0,60,600,60,6.0
Nauhon,1030,7.0,60,600,60,7.0
P. Javier,321,8.0,60,600,60,8.0
Poblacion,3882,9.0,60,600,60,9.0
Idio,2276,0.0,60,600,60,0.0
Alangan,881,2.0,60,600,60,2.0
Valentin Grasparil,514,3.0,60,600,60,3.0
Bari,1024,4.0,60,600,60,4.0
Biga-a,367,5.0,60,600,60,5.0
Bongbongan I,722,6.0,60,600,60,6.0
Bongbongan II,538,7.0,60,600,60,7.0
Bongsod,599,8.0,60,600,60,8.0
Bontol,967,9.0,60,600,60,9.0
Bugnay,344,0.0,60,600,60,0.0
Bulalacao,455,1.0,60,600,60,1.0
Cabanbanan,310,2.0,60,600,60,2.0
Cabariuan,769,3.0,60,600,60,3.0
Cabladan,1055,4.0,60,600,60,4.0
Cadoldolan,592,5.0,60,600,60,5.0
Calo-oy,232,6.0,60,600,60,6.0
Calog,406,7.0,60,600,60,7.0
Catmon,1076,8.0,60,600,60,8.0
Catungan I,641,9.0,60,600,60,9.0
Catungan II,445,0.0,60,600,60,0.0
Catungan III,627,1.0,60,600,60,1.0
Catungan IV,1173,2.0,60,600,60,2.0
Cubay-Sermon,1429,3.0,60,600,60,3.0
Egaña,3147,4.0,60,600,60,4.0
Esperanza I,389,5.0,60,600,60,5.0
Esperanza II,459,6.0,60,600,60,6.0
Esperanza III,435,7.0,60,600,60,7.0
Igcococ,715,8.0,60,600,60,8.0
Igdalaquit,1114,9.0,60,600,60,9.0
Igdagmay,369,0.0,60,600,60,0.0
Iglanot,1095,1.0,60,600,60,1.0
Igpanolong,481,2.0,60,600,60,2.0
Igparas,416,3.0,60,600,60,3.0
Igsuming,675,4.0,60,600,60,4.0
Ilabas,1438,5.0,60,600,60,5.0
Imparayan,664,6.0,60,600,60,6.0
Inabasan,824,7.0,60,600,60,7.0
Indag-an,309,8.0,60,600,60,8.0
Initan,566,9.0,60,600,60,9.0
Insarayan,673,0.0,60,600,60,0.0
Lacaron,2025,1.0,60,600,60,1.0
Lagdo,567,2.0,60,600,60,2.0
Lambayagan,484,3.0,60,600,60,3.0
Luna,335,4.0,60,600,60,4.0
Luyang,437,5.0,60,600,60,5.0
Maasin,449,6.0,60,600,60,6.0
Mabini,750,7.0,60,600,60,7.0
Millamena,326,8.0,60,600,60,8.0
Mojon,308,9.0,60,600,60,9.0
Nagdayao,1445,0.0,60,600,60,0.0
Cubay-Napultan,1127,1.0,60,600,60,1.0
Nazareth,843,3.0,60,600,60,3.0
Odiong,854,4.0,60,600,60,4.0
Olaga,475,5.0,60,600,60,5.0
Pangpang,716,6.0,60,600,60,6.0
Panlagangan,483,7.0,60,600,60,7.0
Pantao,274,8.0,60,600,60,8.0
Pasong,776,9.0,60,600,60,9.0
Pis-Anan,2421,0.0,60,600,60,0.0
District I ,1563,1.0,60,600,60,1.0
District II ,1431,2.0,60,600,60,2.0
District III ,3788,3.0,60,600,60,3.0
District IV ,2586,4.0,60,600,60,4.0
Rombang,594,5.0,60,600,60,5.0
Salvacion,689,6.0,60,600,60,6.0
San Juan,1394,7.0,60,600,60,7.0
Sido,878,8.0,60,600,60,8.0
Solong,1064,9.0,60,600,60,9.0
Tabongtabong,383,0.0,60,600,60,0.0
Tig-Ohot,518,1.0,60,600,60,1.0
Tigbalua I,725,3.0,60,600,60,3.0
Tordesillas,428,4.0,60,600,60,4.0
Tulatula,797,5.0,60,600,60,5.0
Villafont,746,6.0,60,600,60,6.0
Villahermosa,725,7.0,60,600,60,7.0
Villar,1197,8.0,60,600,60,8.0
Tigbalua II,297,9.0,60,600,60,9.0
Alegre,297,1.0,60,600,60,1.0
Amar,1101,2.0,60,600,60,2.0
Bandoja,745,3.0,60,600,60,3.0
Castillo,190,4.0,60,600,60,4.0
Esparagoza,455,5.0,60,600,60,5.0
Importante,1540,6.0,60,600,60,6.0
La Paz,1436,7.0,60,600,60,7.0
Malabor,3802,8.0,60,600,60,8.0
Martinez,2064,9.0,60,600,60,9.0
Natividad,930,0.0,60,600,60,0.0
Pitac,1230,1.0,60,600,60,1.0
Poblacion,3923,2.0,60,600,60,2.0
Salazar,717,3.0,60,600,60,3.0
San Francisco Norte,1783,4.0,60,600,60,4.0
San Francisco Sur,1859,5.0,60,600,60,5.0
San Isidro,1206,6.0,60,600,60,6.0
Santa Ana,631,7.0,60,600,60,7.0
Santa Justa,1510,8.0,60,600,60,8.0
Santo Rosario,1091,9.0,60,600,60,9.0
Tigbaboy,397,0.0,60,600,60,0.0
Tuno,1796,1.0,60,600,60,1.0
Bakiang,553,1.0,60,600,60,1.0
Binanogan,697,2.0,60,600,60,2.0
Borocboroc,838,3.0,60,600,60,3.0
Bugnay,1036,4.0,60,600,60,4.0
Buluangan I,1804,5.0,60,600,60,5.0
Buluangan II,486,6.0,60,600,60,6.0
Bunsod,840,7.0,60,600,60,7.0
Busog,193,8.0,60,600,60,8.0
Cananghan,294,9.0,60,600,60,9.0
Canipayan,583,0.0,60,600,60,0.0
Cansilayan,272,1.0,60,600,60,1.0
Culyat,206,2.0,60,600,60,2.0
Iglinab,1139,3.0,60,600,60,3.0
Igmasandig,310,4.0,60,600,60,4.0
Lublub,996,5.0,60,600,60,5.0
Manlacbo,1260,6.0,60,600,60,6.0
Pandanan,1998,7.0,60,600,60,7.0
San Agustin,1080,8.0,60,600,60,8.0
Takas ,1978,9.0,60,600,60,9.0
Tigmamale,891,0.0,60,600,60,0.0
