population,name,code,region_code,province_code,municipality_code
1321,Santo Niño,16,16,160,16
2674,Sabud,17,16,160,16
3067,Aurora,1,16,160,16
2091,Awa,2,16,160,16
2326,Azpetia,3,16,160,16
13559,Poblacion,4,16,160,16
1733,La Caridad,6,16,160,16
1809,La Suerte,7,16,160,16
1812,La Union,8,16,160,16
1715,Las Navas,9,16,160,16
1071,Libertad,10,16,160,16
2817,Los Arcos,11,16,160,16
3491,Lucena,12,16,160,16
2447,Mabuhay,13,16,160,16
2466,Magsaysay,14,16,160,16
1615,Mapaga,15,16,160,16
1679,New Maug,16,16,160,16
1176,Napo,17,16,160,16
9695,Patin-ay,18,16,160,16
873,Salimbogaon,20,16,160,16
2917,Salvacion,21,16,160,16
1781,San Joaquin,22,16,160,16
2870,San Jose,23,16,160,16
1614,San Lorenzo,24,16,160,16
2375,San Martin,25,16,160,16
738,San Pedro,26,16,160,16
2063,San Rafael,27,16,160,16
1642,San Salvador,29,16,160,16
3687,San Vicente,30,16,160,16
6629,Santa Irene,31,16,160,16
1951,Santa Maria,32,16,160,16
965,La Perian,33,16,160,16
2802,La Purisima,34,16,160,16
845,San Roque,35,16,160,16
14848,Bayugan 3,1,16,160,16
1892,Cabantao,2,16,160,16
1570,Cabawan,3,16,160,16
1914,Marfil,4,16,160,16
2653,Novele,5,16,160,16
5431,Poblacion,6,16,160,16
9479,Santa Cruz,7,16,160,16
2447,Tagbayagan,8,16,160,16
4651,Wasi-an,9,16,160,16
3208,Libuac,10,16,160,16
1517,Maligaya,11,16,160,16
8007,Alegria,1,16,160,16
5708,Bayugan 2,2,16,160,16
2835,Borbon,3,16,160,16
1889,Caimpugan,5,16,160,16
1201,Ebro,6,16,160,16
3720,Hubang,7,16,160,16
5324,Lapinigan,8,16,160,16
1661,Lucac,9,16,160,16
1422,Mate,10,16,160,16
1962,New Visayas,11,16,160,16
3160,Pasta,12,16,160,16
3647,Pisa-an,13,16,160,16
5579,Barangay 1 ,15,16,160,16
2492,Barangay 2 ,16,16,160,16
3569,Barangay 3 ,17,16,160,16
3392,Barangay 4 ,18,16,160,16
6058,Barangay 5 ,19,16,160,16
756,Rizal,20,16,160,16
4422,San Isidro,21,16,160,16
1577,Santa Ana,22,16,160,16
2600,Tagapua,24,16,160,16
1099,Bitan-agan,25,16,160,16
1300,Buenasuerte,26,16,160,16
1720,Das-agan,27,16,160,16
3717,Karaus,28,16,160,16
1050,Ladgadan,29,16,160,16
893,Ormaca,30,16,160,16
1704,Anislagan,1,16,160,16
1448,Baylo,2,16,160,16
2678,Coalicion,3,16,160,16
1142,Culi,4,16,160,16
2256,Nuevo Trabajo,5,16,160,16
1755,Poblacion,6,16,160,16
2114,Santa Ines,7,16,160,16
1062,Balit,8,16,160,16
2892,Binicalan,9,16,160,16
1195,Cecilia,10,16,160,16
1768,Dimasalang,11,16,160,16
2546,Don Alejandro,12,16,160,16
234,Don Pedro,13,16,160,16
2827,Doña Flavia,14,16,160,16
1016,Mahagsay,15,16,160,16
749,Mahapag,16,16,160,16
1332,Mahayahay,17,16,160,16
905,Muritula,18,16,160,16
612,Policarpo,19,16,160,16
898,San Isidro,20,16,160,16
1131,San Pedro,21,16,160,16
349,Santa Rita,22,16,160,16
568,Santiago,23,16,160,16
609,Wegguam,24,16,160,16
1406,Doña Maxima,25,16,160,16
3516,Angas,1,16,160,16
2969,Aurora,2,16,160,16
2100,Awao,3,16,160,16
1647,Tapaz,4,16,160,16
2869,Patrocinio,5,16,160,16
4773,Poblacion,6,16,160,16
2352,San Jose,7,16,160,16
1737,Santa Isabel,8,16,160,16
2631,Sayon,9,16,160,16
950,Concepcion,10,16,160,16
888,Pag-asa,11,16,160,16
2187,BuenaGracia,1,16,160,16
3132,Causwagan,2,16,160,16
566,Culi,4,16,160,16
7777,Del Monte,5,16,160,16
1864,Desamparados,6,16,160,16
3426,Labnig,7,16,160,16
833,Sabang Gibung,8,16,160,16
4012,San Agustin ,9,16,160,16
987,San Isidro ,10,16,160,16
2360,San Nicolas ,11,16,160,16
1316,Zamora,12,16,160,16
4856,Zillovia,13,16,160,16
1397,La Flora,14,16,160,16
961,Maharlika,15,16,160,16
1844,Marbon,16,16,160,16
2160,Batucan,17,16,160,16
2587,Basa,1,16,160,16
2576,Cuevas,2,16,160,16
4992,Kapatungan,3,16,160,16
2295,Langkila-an,4,16,160,16
902,New Visayas,5,16,160,16
18923,Poblacion,6,16,160,16
3728,Pulang-lupa,7,16,160,16
2498,Salvacion,8,16,160,16
1035,San Ignacio,9,16,160,16
1875,San Isidro,10,16,160,16
1233,San Roque,11,16,160,16
4735,Santa Maria,12,16,160,16
1742,Tudela,13,16,160,16
1152,Cebolin,14,16,160,16
3664,Manat,15,16,160,16
555,Pangyan,16,16,160,16
1520,Binongan,1,16,160,16
1653,Del Monte,2,16,160,16
1489,Don Mateo,3,16,160,16
5669,La Fortuna,4,16,160,16
1183,Limot,5,16,160,16
1092,Magsaysay,6,16,160,16
1495,Masayan,7,16,160,16
5413,Poblacion,8,16,160,16
5667,Sampaguita,9,16,160,16
2461,San Gabriel,10,16,160,16
1216,Santa Emelia,11,16,160,16
3856,Sinobong,12,16,160,16
641,Anitap,13,16,160,16
985,Bacay II,14,16,160,16
1174,Caigangan,15,16,160,16
636,Candiis,16,16,160,16
768,Katipunan,17,16,160,16
978,Santa Cruz,18,16,160,16
1160,Sawagan,19,16,160,16
652,Sisimon,20,16,160,16
3374,Afga,1,16,160,16
604,Anahawan,2,16,160,16
848,Banagbanag,3,16,160,16
196,Del Rosario,4,16,160,16
1480,El Rio,5,16,160,16
1262,Ilihan,6,16,160,16
328,Kauswagan,7,16,160,16
850,Kioya,8,16,160,16
199,Magkalape,9,16,160,16
749,Magsaysay,10,16,160,16
1537,Mahayahay,11,16,160,16
1313,New Tubigon,12,16,160,16
1624,Padiay,13,16,160,16
1414,Perez,14,16,160,16
6328,Poblacion,15,16,160,16
990,San Isidro,16,16,160,16
1325,San Vicente,17,16,160,16
446,Santa Cruz,18,16,160,16
694,Santa Maria,19,16,160,16
607,Sinai,20,16,160,16
3718,Tabon-tabon,21,16,160,16
780,Tag-uyango,22,16,160,16
1189,Villangit,23,16,160,16
2102,Kolambugan,24,16,160,16
1821,Poblacion,1,16,160,16
2079,Alipao,2,16,160,16
634,Budlingin,3,16,160,16
575,Camp Eduard,4,16,160,16
1162,Ombong,5,16,160,16
1551,Pongtud,6,16,160,16
2435,San Pedro,7,16,160,16
243,Ferlda,8,16,160,16
2081,Julio Ouano ,9,16,160,16
1560,San Juan,10,16,160,16
1540,Anahaw,11,16,160,16
503,Gamuton,12,16,160,16
1428,Cabugao,1,16,160,16
728,Cambuayon,2,16,160,16
2104,Campo,3,16,160,16
1311,Dugsangon,4,16,160,16
1252,Pautao,5,16,160,16
1612,Payapag,6,16,160,16
5552,Poblacion,7,16,160,16
498,Pungtod,8,16,160,16
396,Santo Rosario,9,16,160,16
1007,Baybay,1,16,160,16
343,Bitaug,2,16,160,16
965,Poblacion 1,3,16,160,16
1143,Poblacion 2,4,16,160,16
433,San Mateo,5,16,160,16
294,Matin-ao,6,16,160,16
2505,Cabugo,1,16,160,16
4190,Cagdianao,2,16,160,16
3047,Daywan,3,16,160,16
2790,Hayanggabon,4,16,160,16
3483,Ladgaron ,5,16,160,16
874,Lapinigan,6,16,160,16
847,Magallanes,7,16,160,16
1828,Panatao,8,16,160,16
3511,Tayaga,9,16,160,16
2118,Bagakay,10,16,160,16
1058,Sapa,11,16,160,16
5982,Taganito,12,16,160,16
3158,Urbiztondo,13,16,160,16
642,Wangke,14,16,160,16
550,Bagakay,1,16,160,16
3602,Barangay 1 ,2,16,160,16
2006,Barangay 13 ,3,16,160,16
475,Buenavista,4,16,160,16
629,Cabawa,5,16,160,16
773,Cambas-ac,6,16,160,16
1849,Consolacion,7,16,160,16
648,Corregidor,8,16,160,16
393,Dagohoy,9,16,160,16
919,Don Paulino,10,16,160,16
709,Jubang,11,16,160,16
509,Montserrat,12,16,160,16
2511,Osmeña,13,16,160,16
477,Barangay 10 ,14,16,160,16
424,Barangay 11 ,15,16,160,16
3402,Barangay 12 ,16,16,160,16
597,Barangay 2 ,17,16,160,16
593,Barangay 3 ,18,16,160,16
519,Barangay 4 ,19,16,160,16
302,Barangay 5 ,20,16,160,16
523,Barangay 6 ,21,16,160,16
119,Barangay 7 ,22,16,160,16
211,Barangay 8 ,23,16,160,16
383,Barangay 9 ,24,16,160,16
502,San Carlos,25,16,160,16
1042,San Miguel,26,16,160,16
1050,Santa Fe,27,16,160,16
2949,Union,28,16,160,16
340,Santa Felomina,29,16,160,16
667,Bagakay,1,16,160,16
1003,Antipolo,2,16,160,16
899,Bitoon,4,16,160,16
681,Cabugao,6,16,160,16
888,Cancohoy,7,16,160,16
1839,Caub,8,16,160,16
3573,Del Carmen ,9,16,160,16
336,Domoyog,10,16,160,16
1142,Esperanza,11,16,160,16
1044,Jamoyaon,12,16,160,16
549,Katipunan,13,16,160,16
927,Lobogon,14,16,160,16
425,Mabuhay,16,16,160,16
436,Mahayahay,17,16,160,16
579,Quezon,19,16,160,16
520,San Fernando,21,16,160,16
1853,San Jose ,22,16,160,16
876,Sayak,25,16,160,16
932,Tuboran,27,16,160,16
958,Halian,28,16,160,16
477,Anajawan,1,16,160,16
490,Cabitoonan,2,16,160,16
1854,Catangnan,3,16,160,16
2086,Consuelo,4,16,160,16
473,Corazon,5,16,160,16
507,Daku,6,16,160,16
2471,Poblacion I,7,16,160,16
793,Poblacion II,8,16,160,16
1087,Poblacion III,9,16,160,16
790,Poblacion IV,10,16,160,16
3827,Poblacion V,11,16,160,16
371,La Januza,12,16,160,16
1174,Libertad,13,16,160,16
737,Magsaysay,14,16,160,16
1606,Malinao,15,16,160,16
842,Santa Cruz,17,16,160,16
1512,Santa Fe,18,16,160,16
923,Suyangan,19,16,160,16
833,Tawin-tawin,20,16,160,16
2209,Alambique ,1,16,160,16
345,Anibongan,2,16,160,16
2189,Camam-onan,3,16,160,16
440,Cam-boayon,4,16,160,16
1623,Ipil ,5,16,160,16
800,Lahi,6,16,160,16
3002,Mahanub,7,16,160,16
1772,Poniente,8,16,160,16
1156,San Antonio,9,16,160,16
4028,San Isidro,10,16,160,16
828,Sico-sico,11,16,160,16
1588,Villaflor,12,16,160,16
1869,Villafranca,13,16,160,16
395,Binga,1,16,160,16
217,Bobona-on,2,16,160,16
1639,Cantugas,3,16,160,16
545,Dayano,4,16,160,16
1296,Mabini,5,16,160,16
1764,Magpayang,6,16,160,16
2242,Magsaysay ,7,16,160,16
848,Mansayao,9,16,160,16
359,Marayag,10,16,160,16
4482,Matin-ao,11,16,160,16
610,Paco,12,16,160,16
3791,Quezon ,13,16,160,16
1601,Roxas,14,16,160,16
2250,San Francisco,15,16,160,16
1810,San Isidro,16,16,160,16
866,San Jose,17,16,160,16
970,Siana,18,16,160,16
318,Silop,19,16,160,16
412,Tagbuyawan,20,16,160,16
270,Tapi-an,21,16,160,16
1334,Tolingon,22,16,160,16
1477,Doro,1,16,160,16
1083,Bunyasan,2,16,160,16
2706,Cantapoy,3,16,160,16
1227,Cagtinae,4,16,160,16
967,Cayawan,5,16,160,16
1298,Hanagdong,7,16,160,16
1454,Karihatag,8,16,160,16
2204,Masgad,9,16,160,16
1956,Pili,10,16,160,16
988,San Isidro ,12,16,160,16
871,Tinago,13,16,160,16
1478,Cansayong,14,16,160,16
710,Can-aga,15,16,160,16
433,Villariza,16,16,160,16
1462,Caridad,1,16,160,16
653,Katipunan,2,16,160,16
1085,Maasin,3,16,160,16
372,Mabini,4,16,160,16
538,Mabuhay,5,16,160,16
902,Salvacion,6,16,160,16
1044,San Roque,7,16,160,16
1037,Asinan ,8,16,160,16
304,Centro ,9,16,160,16
914,Pilaring ,10,16,160,16
342,Punta ,11,16,160,16
235,Consolacion,12,16,160,16
666,Datu,13,16,160,16
418,Dayaohay,14,16,160,16
402,Jaboy,15,16,160,16
1622,Amoslog,2,16,160,16
2057,Anislagan,3,16,160,16
2296,Bad-as,4,16,160,16
682,Boyongan,5,16,160,16
956,Bugas-bugas,6,16,160,16
2952,Central ,7,16,160,16
1422,Ellaperal,8,16,160,16
1014,Ipil ,9,16,160,16
901,Lakandula,10,16,160,16
1268,Mabini,11,16,160,16
1216,Macalaya,12,16,160,16
5665,Magsaysay ,13,16,160,16
297,Magupange,14,16,160,16
824,Pananay-an,15,16,160,16
730,Panhutongan,16,16,160,16
553,San Isidro,17,16,160,16
3174,Santa Cruz,18,16,160,16
662,Suyoc,19,16,160,16
736,Tagbongabong,20,16,160,16
589,Sani-sani,21,16,160,16
534,Bongdo,1,16,160,16
1173,Maribojoc,2,16,160,16
547,Nuevo Campo,3,16,160,16
750,San Juan,5,16,160,16
735,Santa Cruz ,6,16,160,16
1924,Talisay ,7,16,160,16
1063,Amontay,1,16,160,16
1797,Balite,2,16,160,16
1255,Banbanon,3,16,160,16
1851,Diaz,4,16,160,16
1553,Honrado,5,16,160,16
1761,Jubgan,6,16,160,16
1118,Linongganan,7,16,160,16
815,Macopa,8,16,160,16
882,Magtangale,9,16,160,16
1290,Oslao,10,16,160,16
1962,Poblacion,11,16,160,16
456,Buhing Calipay,1,16,160,16
2360,Del Carmen ,2,16,160,16
597,Del Pilar,3,16,160,16
255,Macapagal,4,16,160,16
454,Pacifico,6,16,160,16
360,Pelaez,7,16,160,16
1182,Roxas,8,16,160,16
171,San Miguel,9,16,160,16
881,Santa Paz,10,16,160,16
489,Santo Niño,11,16,160,16
450,Tambacan,12,16,160,16
864,Tigasao,13,16,160,16
751,Abad Santos,1,16,160,16
971,Alegria,2,16,160,16
1003,T. Arlan ,3,16,160,16
444,Bailan,4,16,160,16
498,Garcia,5,16,160,16
988,Libertad,6,16,160,16
539,Mabini,7,16,160,16
1349,Mabuhay ,8,16,160,16
675,Magsaysay,9,16,160,16
1497,Rizal,10,16,160,16
708,Tangbo,12,16,160,16
583,Biyabid,1,16,160,16
461,Gacepan,3,16,160,16
375,Ima,4,16,160,16
1098,Lower Patag,5,16,160,16
2205,Mabuhay,6,16,160,16
1135,Mayag,7,16,160,16
4053,Poblacion,8,16,160,16
694,San Isidro,9,16,160,16
1472,San Pablo,10,16,160,16
741,Tagbayani,11,16,160,16
701,Tinogpahan,12,16,160,16
772,Upper Patag,13,16,160,16
511,Del Pilar,1,16,160,16
812,Helene,2,16,160,16
422,Honrado,3,16,160,16
2822,Navarro ,4,16,160,16
1876,Nueva Estrella,5,16,160,16
1191,Pamosaingan,6,16,160,16
4910,Rizal ,7,16,160,16
1001,Salog,8,16,160,16
818,San Roque,9,16,160,16
493,Santa Cruz,10,16,160,16
4738,Sering,11,16,160,16
1496,Songkoy,12,16,160,16
864,Sudlon,13,16,160,16
3988,Albino Taruc,14,16,160,16
436,Alang-alang,1,16,160,16
623,Alegria,2,16,160,16
1908,Anomar,3,16,160,16
736,Aurora,4,16,160,16
1701,Serna,5,16,160,16
2216,Balibayon,6,16,160,16
311,Baybay,7,16,160,16
241,Bilabid,8,16,160,16
707,Bitaugan,10,16,160,16
3822,Bonifacio,11,16,160,16
1168,Buenavista,12,16,160,16
841,Cabongbongan,13,16,160,16
6622,Cagniog,14,16,160,16
342,Cagutsan,15,16,160,16
1047,Cantiasay,16,16,160,16
2672,Capalayan,17,16,160,16
350,Catadman,18,16,160,16
669,Danao,19,16,160,16
620,Danawan,20,16,160,16
2032,Day-asan,21,16,160,16
4692,Ipil,22,16,160,16
997,Libuac,23,16,160,16
2872,Lipata,24,16,160,16
858,Lisondra,25,16,160,16
13233,Luna,26,16,160,16
2347,Mabini,27,16,160,16
3363,Mabua,28,16,160,16
956,Manyagao,29,16,160,16
1270,Mapawa,30,16,160,16
6617,Mat-i,31,16,160,16
1167,Nabago,32,16,160,16
1107,Nonoc,33,16,160,16
1991,Poctoy,34,16,160,16
1371,Punta Bilar,35,16,160,16
2339,Quezon,36,16,160,16
7492,Rizal,37,16,160,16
6114,Sabang,38,16,160,16
629,San Isidro,39,16,160,16
1356,San Jose,40,16,160,16
16565,San Juan,41,16,160,16
919,San Pedro,42,16,160,16
1596,San Roque,43,16,160,16
331,Sidlakan,44,16,160,16
1602,Silop,45,16,160,16
554,Sugbay,46,16,160,16
1396,Sukailang,47,16,160,16
19242,Taft ,48,16,160,16
1166,Talisay,64,16,160,16
2257,Togbongon,65,16,160,16
2726,Trinidad,66,16,160,16
1372,Orok,67,16,160,16
19319,Washington ,68,16,160,16
591,Zaragoza,95,16,160,16
11636,Canlanipa,96,16,160,16
2120,Aurora ,1,16,160,16
1491,Azucena ,2,16,160,16
1518,Banban,3,16,160,16
1186,Cawilan,4,16,160,16
292,Fabio,5,16,160,16
1614,Himamaug,7,16,160,16
891,Laurel,8,16,160,16
1008,Lower Libas,9,16,160,16
966,Opong,10,16,160,16
1018,Sampaguita ,11,16,160,16
3298,Talavera,12,16,160,16
477,Union,13,16,160,16
502,Upper Libas,14,16,160,16
942,Patino,15,16,160,16
1214,Capayahan,1,16,160,16
1931,Cawilan,2,16,160,16
1400,Del Rosario,3,16,160,16
1703,Marga,4,16,160,16
1698,Motorpool,5,16,160,16
1646,Poblacion,6,16,160,16
1493,San Isidro,7,16,160,16
2404,Timamana,8,16,160,16
1554,San Pablo,9,16,160,16
3010,Amaga,1,16,160,16
2123,Bahi,2,16,160,16
1659,Cabacungan,3,16,160,16
2616,Cambagang,5,16,160,16
608,Causwagan,6,16,160,16
1678,Dapdap,7,16,160,16
1297,Dughan,8,16,160,16
3510,Gamut,9,16,160,16
3694,Javier,10,16,160,16
1351,Kinayan,11,16,160,16
542,Mamis,13,16,160,16
14534,Poblacion,15,16,160,16
1885,Rizal,16,16,160,16
1154,San Jose,17,16,160,16
1366,San Vicente,19,16,160,16
939,Sua,20,16,160,16
370,Sudlon,21,16,160,16
978,Unidad,23,16,160,16
2672,Wakat,24,16,160,16
816,San Roque,25,16,160,16
6344,Tambis,26,16,160,16
1504,Amag,1,16,160,16
752,Balete ,2,16,160,16
503,Cabugo,3,16,160,16
856,Cagbaoto,4,16,160,16
2563,La Paz,5,16,160,16
1123,Magobawok,6,16,160,16
1678,Panaosawon,7,16,160,16
831,Bucto,2,16,160,16
1790,Burboanan,3,16,160,16
6562,San Roque,4,16,160,16
866,Caguyao,5,16,160,16
1411,Coleto,6,16,160,16
2683,Labisma,7,16,160,16
1376,Lawigan,8,16,160,16
30541,Mangagoy,9,16,160,16
1842,Mone,10,16,160,16
1613,Pamaypayan,11,16,160,16
10844,Poblacion,12,16,160,16
1376,San Antonio,13,16,160,16
2920,San Fernando,14,16,160,16
2163,San Isidro,15,16,160,16
4785,San Jose,16,16,160,16
2694,San Vicente,17,16,160,16
951,Santa Cruz,18,16,160,16
931,Sibaroy,19,16,160,16
13560,Tabon,20,16,160,16
1021,Tumanan,21,16,160,16
701,Pamanlinan,22,16,160,16
1271,Kahayag,23,16,160,16
2998,Maharlika,24,16,160,16
3560,Comawas,25,16,160,16
4659,Aras-Asan,1,16,160,16
2168,Bacolod,2,16,160,16
905,Bitaugan East,3,16,160,16
1560,Bitaugan West,4,16,160,16
562,Tawagan,5,16,160,16
739,Lactudan,6,16,160,16
644,Mat-e,7,16,160,16
1377,La Purisima,8,16,160,16
1790,Poblacion,9,16,160,16
4242,Unidad,11,16,160,16
3101,Tubo-tubo,12,16,160,16
673,Bugsukan,2,16,160,16
1333,Buntalid,3,16,160,16
1844,Cabangahan,4,16,160,16
1262,Cabas-an,5,16,160,16
2250,Calagdaan,6,16,160,16
1529,Consuelo,7,16,160,16
961,General Island,8,16,160,16
3986,Lininti-an ,9,16,160,16
1423,Magasang,10,16,160,16
5068,Magosilom ,11,16,160,16
2597,Pag-Antayan,12,16,160,16
1434,Palasao,13,16,160,16
3777,Parang,14,16,160,16
604,Tapi,15,16,160,16
1033,Tigabong,16,16,160,16
941,Lobo,17,16,160,16
3345,San Pedro,18,16,160,16
1145,Antao,1,16,160,16
557,Cancavan,2,16,160,16
3314,Carmen ,3,16,160,16
841,Esperanza,4,16,160,16
1318,Puyat,5,16,160,16
801,San Vicente,6,16,160,16
1097,Santa Cruz,7,16,160,16
2647,Hinapoyan,8,16,160,16
6666,Adlay,1,16,160,16
760,Babuyan,2,16,160,16
1101,Bacolod,3,16,160,16
1644,Baybay ,4,16,160,16
1881,Bon-ot,5,16,160,16
425,Caglayag,6,16,160,16
885,Dahican,7,16,160,16
1887,Doyos ,8,16,160,16
705,Embarcadero ,9,16,160,16
2869,Gamuton,10,16,160,16
3204,Panikian,11,16,160,16
933,Pantukan,12,16,160,16
1108,Saca ,13,16,160,16
518,Tag-Anito,14,16,160,16
898,Balibadon,1,16,160,16
3631,Burgos,2,16,160,16
427,Capandan,3,16,160,16
3013,Mabahin,4,16,160,16
635,Madrelino,5,16,160,16
554,Manlico,6,16,160,16
1451,Matho,7,16,160,16
3001,Poblacion,8,16,160,16
907,Tag-Anongan,9,16,160,16
2222,Tigao,10,16,160,16
252,Tuboran,11,16,160,16
933,Uba,12,16,160,16
1365,Baculin,2,16,160,16
3204,Bigaan,4,16,160,16
2161,Cambatong,5,16,160,16
566,Campa,6,16,160,16
1475,Dugmanon,9,16,160,16
377,Harip,10,16,160,16
5646,La Casa ,12,16,160,16
3335,Loyola,14,16,160,16
550,Maligaya,17,16,160,16
2062,Pagtigni-an,21,16,160,16
969,Pocto,22,16,160,16
1671,Port Lamon,23,16,160,16
1112,Roxas,25,16,160,16
1419,San Juan,26,16,160,16
1154,Sasa,31,16,160,16
2439,Tagasaka,34,16,160,16
1873,Talisay,37,16,160,16
702,Tarusan,38,16,160,16
3590,Tidman,39,16,160,16
616,Tiwi,40,16,160,16
1764,Benigno Aquino,41,16,160,16
3249,Zone II ,42,16,160,16
1943,Zone III Maharlika ,43,16,160,16
599,Tagbobonga,44,16,160,16
2454,Agsam,1,16,160,16
855,Bocawe,3,16,160,16
1329,Bunga,4,16,160,16
1307,Gamuton,8,16,160,16
956,Habag,9,16,160,16
930,Mampi,10,16,160,16
1229,Nurcia,11,16,160,16
1328,Sibahay,15,16,160,16
416,Zone I ,16,16,160,16
1078,Pakwan,17,16,160,16
351,Zone II ,18,16,160,16
881,Zone III ,19,16,160,16
528,Zone IV ,20,16,160,16
1340,Anibongan,1,16,160,16
2514,Banahao,2,16,160,16
1804,Ban-as,3,16,160,16
1573,Baucawe,4,16,160,16
7792,Diatagon,5,16,160,16
1193,Ganayon,6,16,160,16
2170,Liatimco,7,16,160,16
2580,Manyayay,8,16,160,16
2504,Payasan,9,16,160,16
4842,Poblacion,10,16,160,16
2918,Saint Christine,11,16,160,16
1367,San Isidro,12,16,160,16
1272,San Pedro,13,16,160,16
793,Anibongan,1,16,160,16
3931,Barcelona,2,16,160,16
784,Bongan,3,16,160,16
1664,Bogak,4,16,160,16
426,Handamayan,5,16,160,16
2569,Mahayahay,6,16,160,16
1940,Mandus,7,16,160,16
524,Mansa-ilao,8,16,160,16
2281,Pagtila-an,9,16,160,16
945,Palo Alto,10,16,160,16
7705,Poblacion,11,16,160,16
2511,Rajah Cabungso-an,12,16,160,16
2247,Sabang,13,16,160,16
453,Salvacion,14,16,160,16
1456,San Roque,15,16,160,16
2168,Tagpoporan,16,16,160,16
1374,Union,17,16,160,16
1371,Valencia,18,16,160,16
498,Bagsac,1,16,160,16
1043,Bayogo,2,16,160,16
1372,Magsaysay,3,16,160,16
858,Manga,4,16,160,16
1045,Panayogon,5,16,160,16
1617,Patong Patong,6,16,160,16
2845,Quirino ,7,16,160,16
904,San Antonio,8,16,160,16
1504,San Juan,9,16,160,16
608,San Roque,10,16,160,16
758,San Vicente,11,16,160,16
552,Songkit,12,16,160,16
1308,Union,13,16,160,16
1741,Linibonan,14,16,160,16
958,Alegria,1,16,160,16
890,Amontay,2,16,160,16
1715,Antipolo,3,16,160,16
1484,Arorogan,4,16,160,16
2241,Bayan,5,16,160,16
1167,Mahaba,6,16,160,16
2391,Mararag,7,16,160,16
4180,Poblacion,8,16,160,16
221,San Antonio,9,16,160,16
2057,San Isidro,10,16,160,16
975,San Pedro,11,16,160,16
1162,Santa Cruz,12,16,160,16
1215,Bretania,1,16,160,16
1659,Buatong,2,16,160,16
1625,Buhisan,3,16,160,16
2606,Gata,4,16,160,16
3169,Hornasan,5,16,160,16
947,Janipaan,6,16,160,16
1968,Kauswagan,7,16,160,16
1794,Oteiza,8,16,160,16
962,Poblacion,9,16,160,16
825,Pong-on,10,16,160,16
1557,Pongtod,11,16,160,16
2476,Salvacion,12,16,160,16
2052,Santo Niño,13,16,160,16
1387,Bagyang,1,16,160,16
1395,Baras,2,16,160,16
1354,Bitaugan,3,16,160,16
5677,Bolhoon,4,16,160,16
1211,Calatngan,5,16,160,16
3294,Carromata,6,16,160,16
1433,Castillo,7,16,160,16
1351,Libas Gua,8,16,160,16
2939,Libas Sud,9,16,160,16
2193,Magroyong,10,16,160,16
1797,Mahayag,11,16,160,16
1478,Patong,12,16,160,16
3238,Poblacion,13,16,160,16
2532,Sagbayan,14,16,160,16
3483,San Roque,16,16,160,16
1722,Siagao,17,16,160,16
1391,Umalag,18,16,160,16
3934,Tina,19,16,160,16
724,Batunan,1,16,160,16
1570,Carpenito,2,16,160,16
1600,Kahayagan,3,16,160,16
685,Lago,4,16,160,16
1442,Maglambing,6,16,160,16
1064,Maglatab,7,16,160,16
863,Magsaysay,8,16,160,16
1432,Malixi,9,16,160,16
1000,Manambia,10,16,160,16
1233,Osmeña,11,16,160,16
7123,Poblacion,12,16,160,16
2274,Quezon,13,16,160,16
1177,San Vicente,14,16,160,16
720,Santa Cruz,15,16,160,16
651,Santa Fe,16,16,160,16
3104,Santa Juana,17,16,160,16
2257,Santa Maria,18,16,160,16
583,Sayon,19,16,160,16
1442,Soriano,20,16,160,16
2642,Tagongon,21,16,160,16
482,Trinidad,22,16,160,16
1053,Ugoban,23,16,160,16
2083,Villaverde,24,16,160,16
2869,Doña Carmen,25,16,160,16
978,Hinagdanan,26,16,160,16
1830,Alba,1,16,160,16
1128,Anahao Bag-o,2,16,160,16
2032,Anahao Daan,3,16,160,16
1467,Badong,4,16,160,16
1172,Bajao,5,16,160,16
940,Bangsud,6,16,160,16
1110,Cagdapao,7,16,160,16
1059,Camagong,8,16,160,16
1397,Caras-an,9,16,160,16
1913,Cayale,10,16,160,16
1445,Dayo-an,11,16,160,16
2598,Gamut,12,16,160,16
1075,Jubang,13,16,160,16
1297,Kinabigtasan,14,16,160,16
901,Layog,15,16,160,16
648,Lindoy,16,16,160,16
331,Mercedes,17,16,160,16
7286,Purisima ,18,16,160,16
2475,Sumo-sumo,19,16,160,16
449,Umbay,20,16,160,16
1076,Unaban,21,16,160,16
1421,Unidos,22,16,160,16
3020,Victoria,23,16,160,16
1761,Cabangahan,24,16,160,16
2040,Awasian,1,16,160,16
5419,Bagong Lungsod ,2,16,160,16
1706,Bioto,3,16,160,16
3265,Buenavista,4,16,160,16
6059,Bongtod Pob.,5,16,160,16
3754,Dagocdoc ,6,16,160,16
8475,Mabua,8,16,160,16
813,Mabuhay,9,16,160,16
1911,Maitum,10,16,160,16
844,Maticdum,11,16,160,16
1030,Pandanon,12,16,160,16
1028,Pangi,13,16,160,16
1985,Quezon,14,16,160,16
4385,Rosario,15,16,160,16
896,Salvacion,16,16,160,16
2404,San Agustin Norte,17,16,160,16
5921,San Agustin Sur,18,16,160,16
909,San Antonio,19,16,160,16
1051,San Isidro,20,16,160,16
893,San Jose,21,16,160,16
7881,Telaje,22,16,160,16
934,Catadman,2,16,160,16
434,Columbus,3,16,160,16
488,Coring,4,16,160,16
1465,Cortes,5,16,160,16
2466,Doña Helene,6,16,160,16
1952,Ferdinand,7,16,160,16
1308,Geotina,8,16,160,16
495,Imee,9,16,160,16
